is_miner,address,minimum_monthly_output,maximum_monthly_output,minimum_monthly_input,maximum_monthly_input,input_output_max_lag,input_output_min_lag,output_active_months,total_out_tx_count,total_out_tx_value,mean_tx_output_value,stddev_tx_output_value,input_active_months,total_tx_input_count,total_tx_input_value,mean_tx_input_value,stddev_tx_input_value,total_input_tx,mean_monthly_input_value,mean_output_idle_time,stddev_output_idle_time,mean_input_idle_time,stddev_input_idle_time
false,1FMepA8HpN3wGFWDZxBRjLUNZqhxNxxTUP,1343779200,1433116800,1430438400,1459468800,-26352000,-86659200,2,3,1000436,333478.666666667,577600.261856185,2,3,1000436,333478.666666667,577600.261856185,2,333478.666666667,88286028,,30438667,
false,19SZUwXfa8GdQnEjZMKKG1koX7oChX1L2,1441065600,1496275200,1441065600,1501545600,-5270400,0,2,3,33655010866,11218336955.3333,19429981803.9243,3,3,33655010866,11218336955.3333,19429981803.9243,3,11218336955.3333,26970283,37866502.9277043,29094564,35133993.4236125
false,12rFdXv8SLdY9ejDyHJ5UbPEd5bqRJV6HW,1367366400,1367366400,1367366400,1367366400,0,0,1,3,3380,1126.666666667,1279.4269550597,1,3,3380,1126.666666667,1279.4269550597,3,1126.666666667,565644.5,787396.634869936,566903.5,783937.468496372
false,1DfVYJeWoZBSozW5bCSY1NEoykZhFzLHtY,1435708800,1512086400,1443657600,1512086400,0,-7948800,3,3,1259244,419748,482108.151879845,2,2,1251431,625715.5,458607.537967378,2,625715.5,38400757,41866672.4569141,68004965,
false,1PYtH7vYXb9VAkVAcR5n7LQ5YioSRGqUzK,1412121600,1412121600,1412121600,1412121600,0,0,1,3,57366366,19122122,11241686.4426386,1,3,57366366,19122122,11241686.4426386,3,19122122,3489,789.131167804187,2706.5,398.101117808026
false,1Nmivf6ksipMnVc9eK1JLyEkk7mWHnxTzL,1512086400,1514764800,1512086400,1514764800,0,0,2,3,54677112,18225704,15029853.081532,2,3,54677112,18225704,15029853.081532,3,18225704,1164365.5,381846.854228891,1096032.5,476932.917308609
false,1LnGuo9UhpGy9odDPQmJFrb565BWJJPwsY,1448928000,1451606400,1448928000,1451606400,0,0,2,3,54908,18302.666666667,7055.29548164592,2,3,54908,18302.666666667,7055.29548164592,3,18302.666666667,1602876.5,422792.579500279,1561795,615857.479501548
false,14S2ymUvQk6sLPteN4tXq5GTVnfHshp2Aw,1483228800,1483228800,1483228800,1483228800,0,0,1,3,125200,41733.333333333,17236.0412024726,1,3,125200,41733.333333333,17236.0412024726,3,41733.333333333,587148,43765.6671147602,270816,359531.271321425
false,18L9dUGydq48FT3bYiMyR2jXyEe8Aw4pcT,1517443200,1519862400,1519862400,1519862400,0,-2419200,2,3,519792,173264,43213.8483359212,1,3,519792,173264,43213.8483359212,3,173264,306396,7317.14097171839,3624,
false,1EHjNmS63aUGztWX9AscoNszu5Va89K46Z,1417392000,1427846400,1417392000,1427846400,0,0,2,3,229654560,76551520,107265142.646301,2,3,229654560,76551520,107265142.646301,3,76551520,5559820.5,7826545.64663265,5533948.5,7803293.14724011
false,1697K6LduMNhBRvbo35BseS5ocNUoJVZkJ,1359676800,1359676800,1359676800,1359676800,0,0,1,3,31942353,10647451,9220967.19116487,1,3,31942353,10647451,9220967.19116487,3,10647451,3048,,9063,8506.49457767417
false,16LESFzA64YjJcnwi3jZSQBVoyFZGDqwhU,1530403200,1538352000,1538352000,1538352000,0,-7948800,2,3,2092,697.333333333,262.11702221209,1,2,1546,773,321.026478658693,2,773,4155789.5,5742494.07308223,1301,
false,3GDQQU1R8SwKjQu8sSmZDmpft8iHQ55urq,1498867200,1498867200,1498867200,1504224000,-5356800,0,1,3,20703647,6901215.66666667,5200628.53381554,2,3,20703647,6901215.66666667,5200628.53381554,3,6901215.66666667,231,,2602843.5,2043246.56252849
false,1CRb2xBTv32pERY51moR2EbYPcts3PozV9,1546300800,1556668800,1546300800,1556668800,0,0,3,3,1384100,461366.666666667,152263.926566122,3,3,1384100,461366.666666667,152263.926566122,3,461366.666666667,4782679,1635508.28639967,4789150.5,1632205.39062475
false,1BpLEWDSegoPVb3EUXChJVvL2pLYeKUf21,1425168000,1430438400,1425168000,1430438400,0,0,3,3,12025295232,4008431744,6073553584.00642,3,3,12025295232,4008431744,6073553584.00642,3,4008431744,2211662.5,1026134.26897483,2207857,1034467.52239111
false,17YQN2Ei9mgYGwJX29QVEp8XSFwK1ynpve,1509494400,1509494400,1509494400,1509494400,0,0,1,3,48856856,16285618.6666667,10251620.1782677,1,3,48856856,16285618.6666667,10251620.1782677,3,16285618.6666667,668491.5,937002.044992699,539948,706692.416612772
false,1PcvZ4Hknaa5JxA9YR1RjH8BUnNmR3vXwQ,1559347200,1559347200,1559347200,1559347200,0,0,1,3,1638,546,0,1,3,1638,546,0,2,546,84182,91114.9513965738,246652,
false,14PiqPbMVyqtSNW22zBjg4FXRx5cgqrZEW,1483228800,1483228800,1483228800,1485907200,-2678400,0,1,3,500000,166666.666666667,57735.0269189626,2,3,500000,166666.666666667,57735.0269189626,2,166666.666666667,21601,27844.4508295639,2942086,
false,1NzefW6ro19ZfvkGZPMUyAhB3epoGCkVwH,1506816000,1525132800,1517443200,1517443200,7689600,-10627200,3,3,584547,194849,267711.356675431,1,2,556269,278134.5,318935.563906724,2,278134.5,7925830.5,2764017.47515469,1537672,
false,19GgB1cMZa7TqkiBjpbCHXak6jd7xWbTFg,1370044800,1370044800,1370044800,1370044800,0,0,1,3,30740480,10246826.6666667,10021658.4081744,1,3,30740480,10246826.6666667,10021658.4081744,3,10246826.6666667,83961,80226.9211798633,38561.5,16022.332554906
false,35bhFZ1qioGyuq5jEqSz4PbFCLZDJ2KVhn,1525132800,1527811200,1525132800,1527811200,0,0,2,3,4646844,1548948,1712547.83928421,2,3,4646844,1548948,1712547.83928421,3,1548948,1034853,1404960.36303449,816402,1154257.06797836
false,34gyoYsTUDPmnoNFJUE8DMHKqZuKRdTaQq,1491004800,1491004800,1491004800,1491004800,0,0,1,3,2817660,939220,105274.048084036,1,3,2817660,939220,105274.048084036,3,939220,546525.5,772004.334457068,595265,831023.001948803
false,12AHvi1HqiNpey2oMFJ87BNK68JBu4onSJ,1535760000,1538352000,1535760000,1538352000,0,0,2,3,22324267,7441422.33333333,67792.4617957877,2,3,22324267,7441422.33333333,67792.4617957877,3,7441422.33333333,1218908.5,375617.243486638,1215489,375469.45816937
false,1A2EtYMpYzRv6yesLvz8rpeX8uCY7j3g59,1514764800,1514764800,1514764800,1514764800,0,0,1,3,26182084,8727361.33333333,12059085.2448397,1,3,26182084,8727361.33333333,12059085.2448397,3,8727361.33333333,33218.5,41427.2649893763,55540.5,9859.18985008403
false,1DtetbU2LE6noh3dJttQq4Ma3E3PW6aibD,1364774400,1364774400,1364774400,1364774400,0,0,1,3,4563905,1521301.66666667,2461759.77134596,1,3,4563905,1521301.66666667,2461759.77134596,2,1521301.66666667,281459.5,145547.324305533,769419,
false,18z5EzvzTaE6Xo5uTeG4c7tK6CLDWZGJii,1512086400,1512086400,1512086400,1512086400,0,0,1,3,2021801,673933.666666667,437417.39632339,1,3,2021801,673933.666666667,437417.39632339,2,673933.666666667,56693.5,74601.8867355243,4966,
false,36x8e5QcAGwybtgdQskdjWi7UgmNZEKdsg,1543622400,1543622400,1543622400,1543622400,0,0,1,3,2697686786,899228928.666667,141158914.711705,1,3,2697686786,899228928.666667,141158914.711705,3,899228928.666667,343650,176434.455614543,347306.5,171755.530043431
false,14MTdsk1spmMzrGpFHLmNYDg9GxsaQTFyM,1498867200,1504224000,1498867200,1504224000,0,0,3,3,4282794,1427598,1180619.7312018,3,3,4282794,1427598,1180619.7312018,3,1427598,2641628,1407343.31288709,2641619,1407896.27038997
false,14S4PVAskxiEMFv57dFZxcTCW5EipaTK15,1364774400,1364774400,1364774400,1364774400,0,0,1,3,357587240,119195746.666667,122341097.225227,1,3,357587240,119195746.666667,122341097.225227,3,119195746.666667,111181,68416.8237204856,109499.5,65376.9716681646
false,37BW8t3LcJG7D4ZuuP8rEeaGEKWnPKRdYL,1464739200,1464739200,1543622400,1546300800,-81561600,-78883200,1,3,16374,5458,3937.24408692171,2,3,16374,5458,3937.24408692171,3,5458,672888,346147.154167126,541303.5,745600.967247562
false,1NECLjLt284NqicWDr2XkqF16czdGo7JLh,1551398400,1551398400,1551398400,1551398400,0,0,1,3,194398,64799.333333333,55729.8628145928,1,3,194398,64799.333333333,55729.8628145928,3,64799.333333333,2361225,,2319006,
false,39e4JxeqJJPkpmP3Rzb5qVw3eMXwSQM5CB,1514764800,1514764800,1514764800,1517443200,-2678400,0,1,3,112900198,37633399.3333333,13046209.5700783,2,3,112900198,37633399.3333333,13046209.5700783,3,37633399.3333333,596885.5,556779.415040193,689496,
false,15HTQ12kphU1duLUQQhwrY656ppXqqNQSb,1559347200,1561939200,1559347200,1561939200,0,0,2,3,102206,34068.666666667,23818.1294255727,2,3,102206,34068.666666667,23818.1294255727,3,34068.666666667,1131595,965905.034673699,1144226.5,959585.621370235
false,381sWSea6y31mGmmVzFVP3KcgpMbk1eR3p,1506816000,1512086400,1506816000,1512086400,0,0,2,3,175661,58553.666666667,44841.8475570904,2,3,175661,58553.666666667,44841.8475570904,2,58553.666666667,4886440,,4975953,
false,1CTC988ReYeL5kZ6JgeARhTuvykFoHf6jr,1488326400,1488326400,1496275200,1498867200,-10540800,-7948800,1,3,246000,82000,24331.0501211929,2,3,246000,82000,24331.0501211929,3,82000,271741.5,79106.1569316826,433060,581434.107179825
false,1C3iT2ck4TfjxFYhJCtYCYDjrgjayfiPQU,1362096000,1362096000,1362096000,1362096000,0,0,1,3,84104053,28034684.3333333,46570492.4171472,1,3,84104053,28034684.3333333,46570492.4171472,3,28034684.3333333,25760.5,33326.6497041032,1856.5,478.711290863293
false,1GHZ6haq9MWjn92wMUp6SfYGku2U4iYoix,1501545600,1501545600,1501545600,1501545600,0,0,1,3,11400000,3800000,2778488.79788996,1,3,11400000,3800000,2778488.79788996,3,3800000,642,,75936,17530.5913191769
false,1MZzHaBpbBjKPrrvzyJ1tsem9hToW2f53j,1559347200,1564617600,1559347200,1564617600,0,0,3,3,2047000,682333.333333333,560550.02750275,3,3,2047000,682333.333333333,560550.02750275,3,682333.333333333,2583591.5,215310.479337398,2504420,594255.367336299
false,1Hazo3CN3eJtb1rN6S88JDNLVC6WqM4cpA,1546300800,1546300800,1546300800,1546300800,0,0,1,3,29131492,9710497.33333333,508376.834855143,1,3,29131492,9710497.33333333,508376.834855143,3,9710497.33333333,436,,47701,
false,1CQBBFVYcqNbcQ1mghQvGa9BiqQBWFwanJ,1364774400,1364774400,1364774400,1364774400,0,0,1,3,7610000,2536666.66666667,1081954.40446136,1,3,7610000,2536666.66666667,1081954.40446136,3,2536666.66666667,3930.5,4151.42391234622,7343.5,1175.91857711323
false,1AyQXg9oYptozpNK6iXhWgyXQBwFLpzDfq,1512086400,1514764800,1512086400,1514764800,0,0,2,3,12162361,4054120.33333333,716344.292693348,2,3,12162361,4054120.33333333,716344.292693348,3,4054120.33333333,1496604,1915939.76475045,1496461.5,1916055.02315578
false,1AeWWxHm3Yi2wJ2AqLNbkF6VNK329bncJX,1498867200,1501545600,1498867200,1501545600,0,0,2,3,2564057,854685.666666667,982640.955072774,2,3,2564057,854685.666666667,982640.955072774,3,854685.666666667,1360620,327295.687380693,1446321,466360.963823088
false,1CwPS2zn2u8fXaeua4M2yBxWxVg4QT1xCF,1556668800,1564617600,1556668800,1564617600,0,0,3,3,824800,274933.333333333,190170.984467487,3,3,824800,274933.333333333,190170.984467487,3,274933.333333333,4409869.5,3408014.97612034,4411349,3416556.11893029
false,1Pw4Rs8VCRhdaqDuCdPAHzmiCLLV97bSnb,1556668800,1559347200,1556668800,1561939200,-2592000,0,2,3,96228482,32076160.6666667,25210318.5861045,2,3,96228482,32076160.6666667,25210318.5861045,2,32076160.6666667,1818592,2553089.64364708,5666106,
false,1Sz232FURMRgkMbQJxUxEmS5hdK5bU7Yk,1393632000,1422748800,1398902400,1422748800,0,-5270400,3,3,50429435,16809811.6666667,25383707.303237,2,3,50429435,16809811.6666667,25383707.303237,3,16809811.6666667,13576953,14586004.9350581,11560633.5,16189448.0502513
false,3MHLoCfUE75G2ND9J1g9T4E8kQBAvFgLbq,1530403200,1533081600,1530403200,1533081600,0,0,2,3,367912,122637.333333333,33900.2740598558,2,3,367912,122637.333333333,33900.2740598558,3,122637.333333333,577113,175387.937578387,606651.5,67523.747855847
false,1CRGE1fdAt3cx3UJEAznkX5Y6vSAFCGX4d,1464739200,1464739200,1464739200,1464739200,0,0,1,3,70000,23333.333333333,5773.50269189626,1,3,70000,23333.333333333,5773.50269189626,3,23333.333333333,1774386,,1774386,
false,1BNVoB8fW3Xr9acfTZX6nshTXeXzWq4BLo,1501545600,1504224000,1501545600,1506816000,-2592000,0,2,3,2486237,828745.666666667,683695.303416905,2,3,2486237,828745.666666667,683695.303416905,2,828745.666666667,2208975.5,3122888.30874249,6814238,
false,1Fc4ois5PdegLYYur7PviTaEaA2h54hkqn,1472688000,1493596800,1472688000,1493596800,0,0,3,3,1750000,583333.333333333,381881.307912987,3,3,1750000,583333.333333333,381881.307912987,3,583333.333333333,10664328,10089712.3176051,11321201,9211181.63945549
false,1E9PgmiYHCi7GhqWbq3grK7UpaKjbBUewL,1501545600,1501545600,1501545600,1501545600,0,0,1,3,918470,306156.666666667,266131.064389961,1,3,918470,306156.666666667,266131.064389961,2,306156.666666667,253,,3876,
false,3D9xWzRX5ncPxjMJRn7HXNqvhYWr9m7uDG,1517443200,1525132800,1517443200,1525132800,0,0,2,3,398280,132760,24619.3663606519,2,3,398280,132760,24619.3663606519,3,132760,3590222,5063663.78496855,3587116.5,5070714.34668376
false,1BHc4bwWp5Yd5NxfhshiDfS9CiFe2ukQFr,1514764800,1514764800,1517443200,1517443200,-2678400,-2678400,1,3,565389,188463,104420.229539108,1,3,565389,188463,104420.229539108,3,188463,42390.5,56157.7134550544,13753.5,11127.7394155327
false,3NZmd2J7TQpjDva4hVyxrPRLAB4NoX4baa,1517443200,1517443200,1517443200,1519862400,-2419200,0,1,3,13830000,4610000,6535005.73832954,2,3,13830000,4610000,6535005.73832954,3,4610000,755088,,386035.5,544908.506397634
false,18kcKVGsHS7Y82J2mnh1ktXjKHFvdgSNrC,1519862400,1522540800,1519862400,1522540800,0,0,2,3,1385264,461754.666666667,459964.90557469,2,3,1385264,461754.666666667,459964.90557469,3,461754.666666667,776787.5,830442.467281449,776682,829303.318256957
false,1AUbvivXwvfYprjycRGuZqM7tFM7iELDYX,1483228800,1485907200,1483228800,1485907200,0,0,2,3,10729400,3576466.66666667,2097617.56603375,2,3,10729400,3576466.66666667,2097617.56603375,3,3576466.66666667,965645.5,2025.86092809946,956938.5,27502.9182542508
false,16s4tXe2heParrsihbUXNUHBFkAbNm3z93,1417392000,1417392000,1417392000,1417392000,0,0,1,3,88625,29541.666666667,18176.0758507807,1,3,88625,29541.666666667,18176.0758507807,3,29541.666666667,326401,157038.516606596,451829,345046.8960156
false,1Gp1F8TcMcw4NTEWmzFZqshcuorwvoGBdF,1380585600,1380585600,1380585600,1380585600,0,0,1,3,59317500,19772500,20851984.2401149,1,3,59317500,19772500,20851984.2401149,3,19772500,1215.5,1478.56027946107,1860.5,77.0746391493337
false,19ivCPVgzG5xmFRQYfZhAgh9guFKJAoTYC,1454284800,1456790400,1454284800,1456790400,0,0,2,3,7653100,2551033.33333333,3841827.19592297,2,3,7653100,2551033.33333333,3841827.19592297,3,2551033.33333333,2012018.5,833449.085315054,2006014,840403.480508024
false,1NiTyqYpGd457qkBfWPm7W5kSNoKEWoaqw,1485907200,1488326400,1485907200,1488326400,0,0,2,3,1148626948,382875649.333333,656234922.092131,2,3,1148626948,382875649.333333,656234922.092131,2,382875649.333333,1335757,,1363883,
false,1BxbzbAeoz4KhpAoGC7r88twUiEnUZCxHh,1385856000,1385856000,1385856000,1385856000,0,0,1,3,41930338,13976779.3333333,19806064.3837711,1,3,41930338,13976779.3333333,19806064.3837711,3,13976779.3333333,150966.5,136601.009309961,461718.5,275408.898884005
false,1CKrd2aNHukxiZbJFHzyD7AodnpDk5uGuz,1554076800,1554076800,1554076800,1554076800,0,0,1,3,288900,96300,4782.25888048734,1,3,288900,96300,4782.25888048734,2,96300,62515,67903.4641973442,78567,
false,164MEX1XcFQRKigborDscz8q1vJGj1RwT4,1496275200,1514764800,1496275200,1517443200,-2678400,0,2,3,7137600,2379200,1860569.24622547,2,3,7137600,2379200,1860569.24622547,3,2379200,9646539,12374288.0605915,11231587.5,14684103.9801324
false,1BVVyTphJv5DS8GtfmBQG4XBhRz4VLPnFV,1535760000,1554076800,1535760000,1554076800,0,0,2,3,81268876,27089625.3333333,4381355.17864169,2,3,81268876,27089625.3333333,4381355.17864169,3,27089625.3333333,8779228.5,12030499.1075397,8782708.5,12095220.5912217
false,17SdEdTmPWFk11YL5Z6nEGAbSob9Y8UhM6,1483228800,1483228800,1483228800,1483228800,0,0,1,3,9764758,3254919.33333333,1560294.14517979,1,3,9764758,3254919.33333333,1560294.14517979,3,3254919.33333333,78803,3508.66384824765,78733,4681.04689145495
false,3LB3uuWbLzaFqtdqerCX347yYJUXoizg36,1446336000,1448928000,1446336000,1448928000,0,0,2,3,14037961,4679320.33333333,3086837.93920451,2,3,14037961,4679320.33333333,3086837.93920451,3,4679320.33333333,714771,1009164.41333313,834201.5,830756.422692295
false,1N2cJ2e4kKuo4usWA6LthwzLZFTh7gyF42,1519862400,1519862400,1519862400,1519862400,0,0,1,3,311310,103770,8365.21966238783,1,2,215940,107970,5840.70201260088,2,107970,1622.5,1436.13387258988,2638,
false,13R9zZNj2vA2YGEnE7UEYXJAmHBrV3HdgM,1396310400,1409529600,1401580800,1409529600,0,-5270400,3,3,60900000,20300000,17910053.0429142,2,3,60900000,20300000,17910053.0429142,3,20300000,6273444,340501.613626132,3023200,3813397.17245424
false,1FkkBDZcdTi9ezrmaTZJGhgM5fWNxGZd1b,1525132800,1559347200,1525132800,1561939200,-2592000,0,3,3,128300,42766.666666667,25304.6109105304,3,3,128300,42766.666666667,25304.6109105304,3,42766.666666667,16579648,8070423.23992999,17685707,8301631.6010288
false,1KPf1EVMZXP1GqKBXfa5LAqKD95iSGkc8w,1383264000,1385856000,1383264000,1385856000,0,0,2,3,365189109,121729703,197780200.959561,2,3,365189109,121729703,197780200.959561,3,121729703,1186723.5,1053015.64036841,1768898,1012451.04565208
false,17zv6rg8H5Yw9Vh7JAq5fCq3FSKMjNP6GZ,1512086400,1512086400,1512086400,1512086400,0,0,1,3,2524637,841545.666666667,194388.855792541,1,3,2524637,841545.666666667,194388.855792541,3,841545.666666667,332073,465540.719956912,349802.5,442860.269950354
false,1Hq5BsBXwXpQ4jPGNvmMasiypHiZpSpwrT,1506816000,1535760000,1509494400,1535760000,0,-2678400,3,3,423443945,141147981.666667,224455941.001171,3,3,423443945,141147981.666667,224455941.001171,3,141147981.666667,14484567,71448.8975982135,12008505.5,3613525.66257727
false,18StK5pbyc5ama1hekkNiiHnACSv48PwYB,1480550400,1480550400,1480550400,1483228800,-2678400,0,1,3,700000,233333.333333333,57735.0269189626,2,3,700000,233333.333333333,57735.0269189626,2,233333.333333333,382137.5,487296.274293679,770786,
false,1BP4B9sVKcJkwbv2e7LJbxZuycseAUk3dD,1398902400,1398902400,1398902400,1398902400,0,0,1,3,106201613,35400537.6666667,31830487.6263225,1,3,106201613,35400537.6666667,31830487.6263225,3,35400537.6666667,382904.5,539124.372927528,384162,541353.880608609
false,3MWfna2BBjvRuHdqm5dHkhCHpcA6ddrTBU,1525132800,1525132800,1533081600,1533081600,-7948800,-7948800,1,3,1410000,470000,79372.5393319377,1,3,1410000,470000,79372.5393319377,2,470000,703577,682983.126239587,229964,
false,1Dh9vp3DNv3An9Fg4G8Gno52WLw9w8H7yM,1464739200,1470009600,1475280000,1517443200,-47433600,-10540800,3,3,84791,28263.666666667,11703.0356888003,2,3,84791,28263.666666667,11703.0356888003,3,28263.666666667,1504393.5,1342674.86221367,20353089,28514622.5951419
false,1EwCKKBzy5pZoYbJ9XXsw3cSAZKhjFWwfH,1446336000,1446336000,1446336000,1446336000,0,0,1,3,1972200,657400,559117.411640883,1,3,1972200,657400,559117.411640883,3,657400,63089,37343.7233280239,54229.5,40370.8474582836
false,1mTyc5VHGY3DTYqGoowqNkgapZ47AeUa1,1456790400,1456790400,1456790400,1459468800,-2678400,0,1,3,991656,330552,281369.070029028,2,3,991656,330552,281369.070029028,3,330552,481,,281194,381549.162274012
false,1LNrsWuaxzKCs5jVSKCFXAevXLq36ssmue,1356998400,1356998400,1356998400,1356998400,0,0,1,3,86210227,28736742.3333333,49725873.1060295,1,3,86210227,28736742.3333333,49725873.1060295,3,28736742.3333333,2173,,2615.5,625.789501350095
false,18QeQPPyNwcmzrQGnkVwCDmwEj1u9ot9MJ,1456790400,1456790400,1459468800,1459468800,-2678400,-2678400,1,3,961393,320464.333333333,95577.7146636879,1,3,961393,320464.333333333,95577.7146636879,3,320464.333333333,517796.5,731468.731118768,7339.5,3053.9941879447
false,1MBkYZ389vaoQLJhShxxbxPvMrgXMT32yG,1512086400,1533081600,1512086400,1533081600,0,0,3,3,1049956900,349985633.333333,368292014.737224,3,3,1049956900,349985633.333333,368292014.737224,3,349985633.333333,9500196,3522764.97167807,9299537,3242139.74606925
false,3QHAYkv3EP81dJG1q9WFhjwNYNNjpT62pD,1496275200,1498867200,1496275200,1498867200,0,0,2,3,209277,69759,18081.0674740182,2,3,209277,69759,18081.0674740182,2,69759,770743.5,802660.241848629,239151,
false,3Qz4CNaZz9jQCYje3JFZX9yeNGB5iSwUPy,1554076800,1554076800,1554076800,1554076800,0,0,1,3,20036434,6678811.33333333,1014681.04052177,1,3,20036434,6678811.33333333,1014681.04052177,3,6678811.33333333,6801.5,9030.4607025334,416,
false,3JWmkSt1otZSHXewbcpQRGzgNvutHsCQZk,1541030400,1541030400,1541030400,1541030400,0,0,1,3,11303521,3767840.33333333,1509900.23262477,1,3,11303521,3767840.33333333,1509900.23262477,3,3767840.33333333,275124,145224.176506531,275352,146091.089420265
false,3JF9ackdfM9VZkeJZyUhsjRJ6qBWX7NwTv,1509494400,1509494400,1517443200,1517443200,-7948800,-7948800,1,3,4000,1333.333333333,577.350269189626,1,3,4000,1333.333333333,577.350269189626,3,1333.333333333,55170,35741.4193618552,2255,1808.77914627519
false,19GG6wEQ7NkXKTfBsxYPr6GT54DJoX1PMp,1388534400,1391212800,1388534400,1391212800,0,0,2,3,57461881,19153960.3333333,11630583.2479225,2,3,57461881,19153960.3333333,11630583.2479225,3,19153960.3333333,651688.5,540790.316504003,806264,178726.895799149
false,1PuVVoSyJqgg9QXUdM6YcpMmoynzoNurRP,1409529600,1412121600,1409529600,1412121600,0,0,2,3,772221378,257407126,276840545.85324,2,3,772221378,257407126,276840545.85324,3,257407126,1142228.5,974951.051725419,1563981,1098817.06790621
false,1Abj1UrKqEujLBDfAkdubb2TtPnLRfh5kX,1477958400,1480550400,1477958400,1480550400,0,0,2,3,6621590,2207196.66666667,806360.819505346,2,3,6621590,2207196.66666667,806360.819505346,3,2207196.66666667,711979,609155.521429462,717213.5,602553.265413523
false,3BoAbMq1EM5PJ3nLxe4iRPtqnP4kHaGWcJ,1517443200,1519862400,1525132800,1525132800,-5270400,-7689600,2,3,472587,157529,237613.624937629,1,3,472587,157529,237613.624937629,2,157529,1750698.5,165527.33351474,1124,
false,3GNZ2ijuPiXMmt7NYKNcWhws8ALyYpoHmM,1556668800,1561939200,1556668800,1561939200,0,0,2,3,100809848,33603282.6666667,57501344.0294822,2,3,100809848,33603282.6666667,57501344.0294822,3,33603282.6666667,2915074,4068563.72551322,3023100,4212850.2784279
false,36JssGwnizdDmW554SMJ2CkdYkH2UyH2TJ,1446336000,1459468800,1446336000,1459468800,0,0,2,3,14376461,4792153.66666667,5099920.32064711,2,3,14376461,4792153.66666667,5099920.32064711,3,4792153.66666667,10891533,,5440080,7587681.44041393
false,16KMUYpXNFsWagQ2hF9Zyip6kYx4KrWLS1,1398902400,1398902400,1398902400,1398902400,0,0,1,3,1282936000,427645333.333333,667461785.423206,1,3,1282936000,427645333.333333,667461785.423206,3,427645333.333333,2488,1418.45620306021,1950,1076.21652096593
false,17Z159JWd3yJVcgecrfU5E1dPrhkZHqjvP,1504224000,1504224000,1504224000,1504224000,0,0,1,3,354584,118194.666666667,77167.4311956368,1,3,354584,118194.666666667,77167.4311956368,3,118194.666666667,339770.5,252212.968033961,253223,276023.374676856
false,17NtT2VMceeqveeUoV1LgiZTRgL8o5ohXq,1467331200,1472688000,1467331200,1472688000,0,0,2,3,7242182311,2414060770.33333,1563072917.03578,2,3,7242182311,2414060770.33333,1563072917.03578,3,2414060770.33333,2417239.5,1940727.39296494,2234781,1862273.18848551
false,1L2c5T928yETSvcP4ynJWGkbGpnsbnCRkJ,1417392000,1420070400,1417392000,1420070400,0,0,2,3,488645050,162881683.333333,117667656.321579,2,3,488645050,162881683.333333,117667656.321579,3,162881683.333333,251572,85931.8586904764,167581.5,204712.362900974
false,1ADmmLqr288miLrdLwPcbuea1TjdNrmUti,1477958400,1477958400,1477958400,1477958400,0,0,1,3,23111273,7703757.66666667,8035179.55093776,1,3,23111273,7703757.66666667,8035179.55093776,3,7703757.66666667,51,,302947,9991.41881816592
false,1BRc9ko2eu2USsN3DbjcHMtCBEfijqLL73,1506816000,1506816000,1506816000,1506816000,0,0,1,3,966913,322304.333333333,277338.295708208,1,3,966913,322304.333333333,277338.295708208,3,322304.333333333,810,,3037,
false,1QUrarrDjtAMBp4SgqpGwH8rAxja5aksi,1409529600,1412121600,1409529600,1412121600,0,0,2,3,70743,23581,20164.7434151789,2,3,70743,23581,20164.7434151789,3,23581,136457,106832.520928788,136046.5,123050.014955302
false,3JC1k8odiaGkDbPojimofY8HnoGqB1zZbk,1559347200,1559347200,1559347200,1559347200,0,0,1,3,2457610,819203.333333333,163521.002915018,1,3,2457610,819203.333333333,163521.002915018,3,819203.333333333,492005,158363.634714539,339107,215183.907223565
false,3Exd2EyY7eiAnCuxuF6mubzGV2i6uiWqR7,1470009600,1470009600,1470009600,1470009600,0,0,1,3,813493124,271164374.666667,139559918.241579,1,3,813493124,271164374.666667,139559918.241579,2,271164374.666667,304245,81083.9345986614,560774,
false,19SbTwuXQuuYxxNEECwXzr6ukqZaKrZiXc,1535760000,1535760000,1535760000,1538352000,-2592000,0,1,3,26708,8902.666666667,10012.3907900827,2,3,26708,8902.666666667,10012.3907900827,2,8902.666666667,50405.5,70526.1232487651,253914,
false,16yofbd8397Bv6ssz7UbKET9U7QVY9Bso,1454284800,1454284800,1454284800,1454284800,0,0,1,3,48019412,16006470.6666667,26579426.9682822,1,3,48019412,16006470.6666667,26579426.9682822,2,16006470.6666667,827,,33649,
false,12BNGp1ZVabw2Y1axneRL7iLAWTz5nwNKN,1538352000,1543622400,1538352000,1543622400,0,0,3,3,16814300,5604766.66666667,9522314.58750095,3,3,16814300,5604766.66666667,9522314.58750095,3,5604766.66666667,1860319.5,987.828173317607,1859471.5,27737.6777056047
false,38ULqqNmAdYA32wYBjHzuYh9PuTUM24iFx,1470009600,1470009600,1470009600,1519862400,-49852800,0,1,3,169901600,56633866.6666667,51194393.2950996,2,3,169901600,56633866.6666667,51194393.2950996,3,56633866.6666667,176472,,49081357,
false,1GsXa2fRZGNu2Uzu5jMhto2HNfYBv5bbF1,1480550400,1491004800,1485907200,1493596800,-2592000,-5356800,2,3,3133738,1044579.33333333,972604.991825733,2,3,3133738,1044579.33333333,972604.991825733,3,1044579.33333333,6022652,6111277.83663548,3477282,4917479.35745317
